DRN_custom,LC_Pauli,MBD,BF,HB,GLM,contrast,timelock
0.0210565081055924,-0.242662671401389,0.0793694729796934,-0.128524537642067,-0.148222646064902,GLM_03,contr4,offer-timelocked
0.135151964569574,0.0546878470736364,0.129915943935494,0.134348278222845,-0.00958850533947605,GLM_03,contr4,offer-timelocked
0.0699084637240494,-0.137089580004478,0.260591849018242,0.114877877201803,0.059759840273092,GLM_03,contr4,offer-timelocked
-0.0717911714850519,0.0318768937061132,0.0839362262182754,-0.115761571005573,0.00358525158715754,GLM_03,contr4,offer-timelocked
0.069578900919018,-0.0942354036748301,-0.0225478400314241,-0.032571070601577,-0.123395531099405,GLM_03,contr4,offer-timelocked
0.0293731666174249,-0.309662095039686,0.0307362573984957,0.181325416511857,-0.161248821843229,GLM_03,contr4,offer-timelocked
0.228878708402379,0.0835399505658165,0.144198945231609,-0.0427837887901258,-0.0473922963597882,GLM_03,contr4,offer-timelocked
0.00749436785797267,0.0830841683771752,-0.100906535185166,0.185453458420637,-0.188425531445048,GLM_03,contr4,offer-timelocked
-0.0678518492419259,-0.227562616440131,-0.175771796202992,0.00860281004494774,-0.183433360952801,GLM_03,contr4,offer-timelocked
-0.0476398786312396,-0.130090239877278,-0.232447991271301,-0.0544320751058,0.0698803219106584,GLM_03,contr4,offer-timelocked
0.0280712054899662,-0.0804091579880999,-0.0430675069951694,0.09874375716889,-0.0571802472885775,GLM_03,contr4,offer-timelocked
-0.205817797230758,0.0144027492024059,-0.0627164042044516,0.054489001926182,-0.0143063778406394,GLM_03,contr4,offer-timelocked
-0.00334219592031102,0.197284135352696,-0.054811378484457,0.0407293823139868,0.103928964028295,GLM_03,contr4,offer-timelocked
0.0293252873659437,0.138138406893987,0.0355041367994828,0.0568576000637463,-0.282759088494296,GLM_03,contr4,offer-timelocked
0.136053347656456,-0.075528850676575,-0.264594280295406,-0.270414505502739,-0.0427953853813948,GLM_03,contr4,offer-timelocked
0.117627978918483,0.114556514555131,0.167145739422599,0.0954383596828951,-0.0491536406487996,GLM_03,contr4,offer-timelocked
0.269713496323469,0.0138561954648858,0.0698546247431356,0.039230556911563,0.212021526135311,GLM_03,contr4,offer-timelocked
0.106571344226109,0.0995060950657597,0.0990427674694281,0.177656876182583,0.115839838684155,GLM_03,contr4,offer-timelocked
0.344774240441847,0.213049446828362,0.0780843126344863,-0.037989967151332,0.118811023484385,GLM_03,contr4,offer-timelocked
0.277956265479416,0.336716920702839,0.0792884622612235,0.169394734814512,0.118019850070891,GLM_03,contr4,offer-timelocked
0.022701764240196,0.100923559296062,0.0352052656994681,-0.176203310363358,0.0351647349413995,GLM_03,contr4,offer-timelocked
-0.0051256723148199,-0.0636480308669026,0.11671268205279,0.0656816472390453,-0.0824960741408029,GLM_03,contr4,offer-timelocked
0.015819205435388,0.156237964175423,-0.0662749177949438,0.110142197523508,-0.137829065486955,GLM_03,contr4,offer-timelocked
0.163154152605237,0.100345820921233,0.0894455185488644,0.143322023189769,-0.0259289745046529,GLM_03,contr4,offer-timelocked
-0.322035898202564,-0.22866559035048,-0.122730208203819,0.277872176657027,-0.0472311672446821,GLM_03,contr4,offer-timelocked
0.303488140634979,0.334956743721812,0.269754060500828,0.00691013040432246,-0.000788986890715944,GLM_03,contr4,offer-timelocked
-0.106911932026564,-0.152534896868768,0.0616354312754298,-0.105319630289692,-0.171099160674062,GLM_03,contr4,offer-timelocked
